,City,Country,Max Temp,Lat,Lng,Description,Hotel Name
341,Anupshahr,IN,72.52,28.3667,78.2667,scattered clouds,Hotel maryada palace
344,Kusti,SD,80.2,13.1629,32.6635,broken clouds,فندق الكوباري - Kobari Hotel
349,Faisalabad,PK,76.17,31.4167,73.0833,clear sky,Faisalabad Serena Hotel
350,Banda Aceh,ID,77.67,5.5577,95.3222,overcast clouds,OYO 884 Rumoh PMI Hotel
353,Kashan,IR,74.64,33.9831,51.4364,clear sky,Manouchehri Traditional House And Hotel
354,Ouallam,NE,89.46,14.3188,2.0866,broken clouds,
356,Kutum,SD,77.59,14.2,24.6667,scattered clouds,Dibbo areaمنطقة دبو
362,Funtua,NG,71.74,11.5233,7.3081,overcast clouds,Sani Jikan Mallam Hotel
368,Gandai,IN,72.82,21.6667,81.1,overcast clouds,Shree Sai Lodge
369,Arlit,NE,89.91,18.7369,7.3853,clear sky,Case de Passage De la Prefecture
371,Radhanpur,IN,82.38,23.8333,71.6,scattered clouds,"HONEST - HOTEL (VIRAT HOTEL AND GUEST HOUSE, RADHANPUR))"
373,Meulaboh,ID,74.41,4.1363,96.1285,light rain,Kost Pria
378,Hosdurga,IN,70.03,13.7981,76.2861,overcast clouds,H K G N Egg rice corner
380,Filingue,NE,89.96,14.3521,3.3168,scattered clouds,
383,Mahbubabad,IN,74.75,17.6167,80.0167,overcast clouds,District Collector Residence
394,Chavakkad,IN,76.73,10.5333,76.05,overcast clouds,Rajah Island
395,Ghansor,IN,70.88,22.65,79.95,overcast clouds,Hotel Shree hi
396,Adre,TD,78.03,13.4667,22.2,scattered clouds,
400,Ibra,OM,75.25,22.6906,58.5334,clear sky,مزرعة راحة النفوس المنزفة
401,Mogadishu,SO,77.11,2.0371,45.3438,broken clouds,Hotel Juba
403,Mbini,GQ,76.95,1.574,9.6134,light rain,Candy Vista Mar Mbini
406,Biltine,TD,85.05,14.5333,20.9167,scattered clouds,Hôtel Trois Étoiles de Biltine
407,Mbandaka,CD,72.73,0.0487,18.2603,light rain,Guest House Epervier
409,Kushtagi,IN,72.21,15.7667,76.2,light rain,Shree amaresh hotel
410,Karachi,PK,78.62,24.9056,67.0822,smoke,Sadaat
412,Singarayakonda,IN,76.73,15.25,80.0333,overcast clouds,Sri Nrk A/C Lodge
418,Sharjah,AE,84.18,25.3573,55.4033,haze,Swiss Belhotel Sharjah
419,Weligama,LK,76.95,5.9667,80.4167,overcast clouds,Weligama Bay Resort
425,Harindanga,IN,78.58,22.0383,88.3214,light rain,Hasanur Builders
428,Chodavaram,IN,76.84,17.8333,82.95,moderate rain,Ganesh Defence Academy chodavadaram hostel
431,Mayahi,NE,87.93,13.9553,7.6712,overcast clouds,
434,Bama,NG,75.4,11.5221,13.6856,broken clouds,UN Humanitarian Hub
437,Lafiagi,NG,72.99,8.8667,5.4167,moderate rain,Bus group international
440,Tandalti,SD,83.44,13.0167,31.8667,light rain,منزل : الهادي محمد مساعد
441,Awjilah,LY,74.19,29.1081,21.2869,clear sky,المنزل
446,Sakakah,SA,80.17,29.9697,40.2064,few clouds,Fakhamat Al Orjoana Apartment
449,Idah,NG,73.53,7.1065,6.7342,light rain,Ubiga Hotel Idah
451,Tanout,NE,88.12,14.9709,8.8879,broken clouds,
452,Alappuzha,IN,77.0,9.49,76.3264,overcast clouds,Panoramic Sea Resort
455,Sabya,SA,89.22,17.1495,42.6254,scattered clouds,Aseel Hotel Apartment
457,Mithi,PK,80.26,24.7318,69.7981,scattered clouds,Ashiyana guest house
461,Rameswaram,IN,82.06,9.2833,79.3,overcast clouds,Daiwik Hotels Rameswaram
468,Kapoeta,SS,72.34,4.7717,33.5903,broken clouds,Eastgate Hotel
470,Khangarh,PK,75.27,29.9173,71.1618,clear sky,خلیل پکوان سنٹر
471,Suluq,LY,71.6,31.6682,20.2521,clear sky,ورشة الحضيري لاكترونات وخدمات النت
472,Abu Dhabi,AE,87.82,24.4667,54.3667,few clouds,Beach Rotana
477,Seoni Malwa,IN,74.34,22.45,77.4667,overcast clouds,hotel naman residency
478,Abu Zabad,SD,78.03,12.35,29.25,broken clouds,حامد محمد نور
487,Booue,GA,72.66,-0.0921,11.9385,light rain,Splendeur de l'équateur
491,Dapaong,TG,76.23,10.8639,0.205,light rain,Hotel Caroli
502,Adur,IN,72.86,9.1667,76.7333,overcast clouds,Wyte Portico Hotel 4 Star
506,Bara,NG,74.59,10.3744,10.7288,scattered clouds,
514,Tonj,SS,71.04,7.2737,28.6822,overcast clouds,Lakan Hotel
520,Tabuk,PH,78.49,17.4189,121.4443,overcast clouds,Golden Berries Hotel and Convention
521,Ghogha,IN,82.72,21.6833,72.2833,scattered clouds,"GUEST HOUSE,GHOGHA"
522,Kyabe,TD,72.28,9.4515,18.9449,overcast clouds,
524,Fereydun Kenar,IR,74.8,36.6864,52.5225,clear sky,Khezer Shahr Tourist Hotel
525,Awbari,LY,70.74,26.5921,12.7805,clear sky,استراحة الشارب العائلي
526,Safaga,EG,83.1,26.7292,33.9365,clear sky,Lamar Resort Abu Soma
529,Aden,YE,86.05,12.7794,45.0367,overcast clouds,Sama Emirate Hotel
536,Jiwani,PK,79.7,25.05,61.7417,clear sky,Hooth Market
540,Pindi Gheb,PK,77.32,33.2402,72.2661,clear sky,Mohallah Masjid Ghulam shah
541,Wajid,SO,73.63,3.8093,43.2471,scattered clouds,xamdihotelresturant114
544,Neftcala,AZ,72.14,39.3742,49.2472,clear sky,Otel restoran
546,Rosetta,EG,73.29,31.4044,30.4164,clear sky,Green Valley
548,Rajkot,IN,78.21,22.3,70.7833,scattered clouds,The Imperial Palace
550,Amalapuram,IN,75.58,16.5833,82.0167,light rain,swayamprabha service apartments
